query acc.,strain accs.,identity,query coverage,evalue
FlgB,AYYP00000000_01212,35.644,71,0.69
FlgB,AYYL00000000_01716,36.842,31,0.72
FlgB,AZDX00000000_01236,40.426,31,0.74
FlgB,AZEH00000000_00895,37.255,35,0.83
FlgB,AZEG00000000_00247,41.86,33,0.92
FlgB,AZFI00000000_02019,46.667,24,0.96
FlgB,BFFP01000000_01407,46.667,24,0.99
FlgB,AYYX00000000_00361,43.333,24,1.1
FlgB,AYZD00000000_00377,34.211,31,1.2
FlgB,AZDX00000000_01547,47.826,31,1.2
FlgB,AYYH00000000_01609,27.397,59,1.2
FlgB,AZFQ00000000_00406,37.255,35,1.4
FlgB,AZFQ00000000_00405,29.167,73,1.4
FlgB,AYZF00000000_00407,42.105,31,1.5
FlgB,AZEF00000000_00917,46.939,33,1.5
FlgB,AYYH00000000_01630,47.826,31,1.7
FlgB,AZEF00000000_00896,31.944,57,1.9
FlgB,AYYP00000000_01221,32.0,38,2.3
FlgB,AYZF00000000_00386,50.0,29,2.3
FlgB,AYZF00000000_00406,34.043,38,2.4
FlgB,AYYH00000000_01610,47.059,27,2.5
FlgB,AZFI00000000_00945,32.258,50,2.8
FlgB,W.ghanensis_LMG_24286_00305,42.308,21,2.8
FlgB,JAAXPN000000000_01172,42.308,21,3.0
FlgB,W.fabaria_LMG_24289_01289,42.308,21,3.1
FlgB,AYZD00000000_00376,36.842,31,3.2
FlgB,AYYP00000000_01233,36.842,31,3.7
FlgB,AZEH00000000_00894,34.211,31,4.7
FlgB,AZFG00000000_00794,39.13,36,5.7
FlgB,AZEH00000000_00915,44.0,34,7.2
FlgB,NZ_JAFBDN000000000.1_01405,31.818,51,7.8
FlgB,CP019323_00107,27.778,70,7.8
FlgB,BJDY01000000_00502,31.707,29,7.8
FlgB,RHOK00000000_00129,27.536,50,8.1
FlgC,NZ_JAFBDN000000000.1_01396,100.0,100,6.119999999999999e-104
FlgC,AYZD00000000_00397,72.109,100,7.12e-71
FlgC,AZEG00000000_00226,71.429,100,2.3500000000000002e-70
FlgC,AYZF00000000_00386,72.603,99,4.2e-70
FlgC,AZFQ00000000_00426,70.946,100,6.660000000000001e-70
FlgC,AZEF00000000_00917,71.918,99,1.1799999999999998e-69
FlgC,AZEH00000000_00915,71.429,100,1.7299999999999998e-69
FlgC,AYYH00000000_01630,70.548,99,4.11e-69
FlgC,AZDX00000000_01547,69.388,100,1.19e-68
FlgC,AYZE00000000_00392,70.068,100,1.0799999999999999e-67
FlgC,AZEV00000000_00305,68.243,99,1.25e-67
FlgC,AZGB00000000_00808,67.808,99,4.88e-67
FlgC,AYYL00000000_01695,68.027,100,3.07e-64
FlgC,JAAXPN000000000_01181,63.946,100,5.55e-61
FlgC,W.ghanensis_LMG_24286_00296,63.946,100,2.7699999999999997e-60
FlgC,W.fabaria_LMG_24289_01280,63.265,100,5.18e-60
FlgC,AZFI00000000_02028,60.544,100,4.56e-58
FlgC,BFFP01000000_01416,59.184,100,1.67e-56
FlgC,AYYP00000000_01212,61.224,100,5.35e-52
FlgC,JAAXPN000000000_01162,43.103,36,0.000153
FlgC,AZEV00000000_00325,47.619,29,0.000312
FlgC,AYYX00000000_00975,44.0,34,0.000405
FlgC,AZFQ00000000_00406,46.512,29,0.000793
FlgC,AYZF00000000_00406,45.238,29,0.001
FlgC,W.fabaria_LMG_24289_01299,47.619,29,0.002
FlgC,W.ghanensis_LMG_24286_00315,47.619,29,0.002
FlgC,AYZE00000000_00372,40.0,34,0.003
FlgC,AYYH00000000_01610,43.636,35,0.003
FlgC,AZDX00000000_01236,41.818,37,0.004
FlgC,AZEG00000000_00246,41.176,34,0.006
FlgC,AZEF00000000_00897,42.857,29,0.006
FlgC,AYZD00000000_00377,42.857,29,0.006
FlgC,AZEH00000000_00895,57.143,19,0.009
FlgC,NZ_JAFBDN000000000.1_01415,52.381,25,0.018
FlgC,AYZF00000000_00396,31.356,76,0.028
FlgC,AYYH00000000_01609,34.043,32,0.07
FlgC,AZGB00000000_00828,40.476,29,0.073
FlgC,JAAXPN000000000_01161,42.105,26,0.11
FlgC,AYYL00000000_01705,34.091,30,0.12
FlgC,AYYP00000000_01233,38.095,29,0.13
FlgC,AZDX00000000_01235,35.897,27,0.17
FlgC,AZEG00000000_00247,42.857,33,0.2
FlgC,NZ_JAFBDN000000000.1_01416,39.189,50,0.27
FlgC,AZEF00000000_00907,30.556,69,0.28
FlgC,W.fabaria_LMG_24289_01300,39.474,26,0.32
FlgC,W.ghanensis_LMG_24286_00316,39.474,26,0.34
FlgC,AZEF00000000_00896,42.857,33,0.42
FlgC,AYZF00000000_00407,42.857,33,0.47
FlgC,AYZD00000000_00387,29.63,69,0.63
FlgC,AYZE00000000_00393,34.021,66,0.68
FlgC,AZEG00000000_00236,31.193,69,0.92
FlgC,AYYX00000000_00974,26.957,73,0.95
FlgC,AYYL00000000_01716,38.462,60,1.1
FlgC,AYYL00000000_01716,36.735,60,4.3
FlgC,AZEH00000000_00894,34.328,46,1.6
FlgC,AYZD00000000_00376,38.776,33,2.3
FlgC,AZFQ00000000_00405,37.705,41,2.9
FlgC,AZDX00000000_01246,32.558,56,3.0
FlgC,AYZE00000000_00371,30.769,27,3.8
FlgC,BFFP01000000_01407,28.571,99,4.0
FlgC,BFFP01000000_01407,26.087,99,8.3
FlgC,AYYX00000000_00959,45.455,22,5.2
FlgC,BFFP01000000_01396,30.769,27,5.7
FlgC,AZFI00000000_00944,39.683,43,6.6
FlgC,AZFI00000000_02019,26.087,31,7.4
FlgC,NZ_JAFBDN000000000.1_01469,48.485,22,7.7
FlgC,BFFP01000000_01397,46.154,18,8.0
FliE,NZ_JAFBDN000000000.1_01397,100.0,100,2.88e-70
FliE,AZFQ00000000_00425,58.879,100,7.95e-36
FliE,AYYL00000000_01696,55.769,97,2.1100000000000002e-33
FliE,AYZF00000000_00387,52.336,100,3.23e-32
FliE,AZEF00000000_00916,52.336,100,8.260000000000001e-32
FliE,BFFP01000000_01415,51.402,100,1.91e-31
FliE,AYZD00000000_00396,50.467,100,2.5800000000000003e-31
FliE,AZEG00000000_00227,50.467,100,1.5e-30
FliE,JAAXPN000000000_01180,53.509,100,2.75e-30
FliE,AZDX00000000_01548,50.0,99,2.3100000000000002e-29
FliE,AZFI00000000_02027,50.467,100,2.85e-29
FliE,AZEV00000000_00306,56.701,86,3.01e-29
FliE,AYYX00000000_00142,55.102,87,5.24e-29
FliE,W.ghanensis_LMG_24286_00297,52.885,97,2.33e-28
FliE,W.fabaria_LMG_24289_01281,65.333,70,2.62e-28
FliE,AZGB00000000_00809,56.25,85,2.99e-28
FliE,AZEH00000000_00914,55.14,100,4.21e-28
FliE,AYZE00000000_00391,61.111,67,4.8700000000000004e-27
FliE,AYYH00000000_01629,47.17,99,5.06e-27
FliE,AYYP00000000_01213,51.0,93,5.2900000000000005e-27
FliE,AZEZ00000000_01219,33.333,65,0.059
FliE,RHOB00000000_01931,38.596,53,0.17
FliE,RKLX00000000_02152,36.842,53,0.42
FliE,OEPY00000000_01566,35.484,54,0.82
FliE,AZDG00000000_01028,29.333,65,0.86
FliE,AYYH00000000_00863,32.0,47,1.7
FliE,AZFE00000000_01384,30.508,53,1.8
FliE,RHON00000000_01581,26.667,65,3.3
FliE,VDFN00000000_01122,26.667,65,3.4
FliE,RHOD00000000_02212,35.088,53,3.7
FliE,RHNW00000000_01037,33.333,53,5.0
FliE,AZFS00000000_02556,36.842,53,5.4
FliE,NZ_JAFBDN000000000.1_00781,25.0,55,5.5
FliE,AEIZ00000000_01810,35.938,60,6.3
FliE,AZCP00000000_02021,35.897,36,7.7
FliE,AZEG00000000_00094,30.263,55,8.1
FliE,W.fabaria_LMG_24289_01606,25.0,55,8.3
FliE,JQCA00000000_00007,33.333,53,9.1
FliE,CP037940_02113,23.333,55,9.2
FliE,AZCZ00000000_00097,38.462,36,9.7
FliF,NZ_JAFBDN000000000.1_01398,100.0,100,0.0
FliF,AZEG00000000_00228,52.985,100,1.5e-177
FliF,AYZD00000000_00395,52.126,100,3.64e-177
FliF,AYZF00000000_00388,53.458,100,1.12e-176
FliF,AZEF00000000_00915,52.166,100,1.09e-171
FliF,AZEH00000000_00913,49.453,100,3.2599999999999996e-170
FliF,W.ghanensis_LMG_24286_00298,50.096,99,7.64e-167
FliF,AZEV00000000_00307,49.719,98,1.2200000000000001e-166
FliF,W.fabaria_LMG_24289_01282,49.713,99,5.27e-165
FliF,AZFI00000000_02026,49.721,99,7.559999999999999e-165
FliF,BFFP01000000_01414,49.149,99,4.53e-164
FliF,AYZE00000000_00390,48.211,99,1.4e-157
FliF,AZDX00000000_01549,48.204,100,7.26e-156
FliF,AZGB00000000_00810,50.57,98,3.6e-155
FliF,JAAXPN000000000_01179,49.427,99,5.95e-155
FliF,AYYL00000000_01697,48.799,99,3.2e-154
FliF,AYYH00000000_01628,50.0,100,8.84e-154
FliF,AYYX00000000_00143,48.19,98,1.4099999999999999e-147
FliF,AZFQ00000000_00424,48.669,100,1.4e-144
FliF,AYYP00000000_01214,47.114,100,2.0700000000000002e-144
FliF,AZDA00000000_00174,38.889,7,0.087
FliF,AYYJ00000000_01379,33.333,8,0.63
FliF,BALS00000000_00806,28.571,8,0.67
FliF,AYYR00000000_01203,25.301,28,0.69
FliF,AZGH00000000_01703,33.333,8,0.7
FliF,JQBC00000000_01981,27.869,12,1.6
FliF,BJWE00000000_00770,37.5,9,2.0
FliF,QEKT00000000_00509,33.766,13,2.2
FliF,RHNS00000000_00180,44.444,5,2.6
FliF,AZEU00000000_01300,44.444,5,2.6
FliF,RHNX00000000_00606,34.0,9,2.8
FliF,RHNN00000000_00260,24.638,23,3.1
FliF,RHNS00000000_02554,30.682,16,5.4
FliF,RHNS00000000_00707,39.286,5,6.3
FliF,RHNN00000000_02132,27.778,14,9.3
FliG,NZ_JAFBDN000000000.1_01399,100.0,99,0.0
FliG,AYZF00000000_00389,76.048,100,0.0
FliG,AZEF00000000_00914,75.749,100,0.0
FliG,AZEG00000000_00229,75.749,100,0.0
FliG,AYZD00000000_00394,75.749,100,0.0
FliG,AZFQ00000000_00423,73.952,100,0.0
FliG,AZEH00000000_00912,73.054,100,0.0
FliG,AYYH00000000_01627,73.054,100,0.0
FliG,AYYP00000000_01215,71.171,99,2.4400000000000003e-179
FliG,AZDX00000000_01550,70.359,100,7e-179
FliG,AYZE00000000_00389,70.06,100,1.89e-176
FliG,AYYL00000000_01698,72.897,96,2.49e-173
FliG,JAAXPN000000000_01178,67.365,100,9.770000000000001e-173
FliG,BFFP01000000_01413,69.069,99,5.22e-170
FliG,AYYX00000000_00144,69.091,99,1.59e-169
FliG,W.ghanensis_LMG_24286_00299,66.667,99,1.82e-169
FliG,W.fabaria_LMG_24289_01283,66.364,99,1.05e-168
FliG,AZGB00000000_00811,67.868,99,1.18e-168
FliG,AZEV00000000_00308,67.868,99,4.76e-168
FliG,AZFI00000000_02025,67.868,99,9.06e-168
FliG,AYYU00000000_00691,31.461,24,2.6
FliG,AYYL00000000_01273,40.0,10,2.7
FliG,AZFH00000000_00487,28.767,22,7.2
FliG,SDGL00000000_00463,30.337,24,7.7
FliG,CP003851_01567,30.841,23,8.8
FliH,NZ_JAFBDN000000000.1_01400,100.0,100,7.88e-171
FliH,AZEF00000000_00913,39.918,99,5.3699999999999994e-52
FliH,AYYP00000000_01216,40.891,98,4.59e-49
FliH,AYYX00000000_00145,36.327,97,1.08e-45
FliH,AYZF00000000_00390,36.667,98,1.17e-45
FliH,AZGB00000000_00812,33.607,97,2.11e-45
FliH,AYZD00000000_00393,39.167,99,5.12e-45
FliH,AZEH00000000_00911,35.865,98,1.5e-43
FliH,AZFQ00000000_00422,34.874,99,4.99e-42
FliH,AZEV00000000_00309,31.687,96,8.62e-41
FliH,AYZE00000000_00388,29.87,97,7.289999999999999e-40
FliH,AZFI00000000_02024,34.855,96,1.04e-38
FliH,AZEG00000000_00230,35.484,98,2.73e-38
FliH,AZDX00000000_01551,30.303,97,4.8100000000000004e-36
FliH,AYYL00000000_01699,33.628,90,1.27e-34
FliH,AYYH00000000_01626,28.139,97,1.79e-34
FliH,BFFP01000000_01412,32.365,96,4.98e-34
FliH,W.ghanensis_LMG_24286_00300,34.615,97,9.47e-34
FliH,W.fabaria_LMG_24289_01284,34.615,97,9.67e-34
FliH,JAAXPN000000000_01177,33.166,79,2.39e-26
FliH,NC_008530_01723,31.373,21,0.073
FliH,OVSN00000000_01498,27.273,34,0.59
FliH,AZFG00000000_01515,32.727,44,1.9
FliH,AP018549_01710,23.529,21,2.3
FliH,AZCX00000000_01950,30.986,24,2.9
FliH,AZGL00000000_00883,52.174,10,3.3
FliH,NC_008530_01439,31.111,19,4.7
FliH,ASM1414545_00876,29.114,33,5.0
FliH,NC_008530_01866,29.545,18,5.2
FliH,ASM1414550_01452,30.769,21,5.9
FliH,ASM1414545_01824,26.866,28,6.1
FliH,RHNY00000000_02098,25.424,23,7.1
FliH,RHNO00000000_00774,25.424,23,7.1
FliH,AZDK00000000_02039,28.358,28,7.3
FliH,AYGX00000000_00874,34.091,18,9.2
FliH,JABUXR00000000_01736,30.769,21,9.5
FliH,JABUXQ00000000_00490,30.769,21,9.6
flagellum-specific,NZ_JAFBDN000000000.1_01401,100.0,100,0.0
flagellum-specific,AYZD00000000_00392,78.555,100,0.0
flagellum-specific,AZEG00000000_00231,78.104,100,0.0
flagellum-specific,AYZF00000000_00391,76.749,100,0.0
flagellum-specific,AZEF00000000_00912,77.427,100,0.0
flagellum-specific,AZFQ00000000_00421,77.854,99,0.0
flagellum-specific,AZEH00000000_00910,77.854,99,0.0
flagellum-specific,AYYL00000000_01700,78.36,99,0.0
flagellum-specific,BFFP01000000_01411,76.256,99,0.0
flagellum-specific,AZEV00000000_00310,75.169,99,0.0
flagellum-specific,AYYP00000000_01217,75.395,99,0.0
flagellum-specific,AZFI00000000_02023,76.201,98,0.0
flagellum-specific,AYYH00000000_01625,74.26,99,0.0
flagellum-specific,AZGB00000000_00813,74.434,99,0.0
flagellum-specific,W.ghanensis_LMG_24286_00301,74.429,99,0.0
flagellum-specific,W.fabaria_LMG_24289_01285,74.201,99,0.0
flagellum-specific,AZDX00000000_01552,73.636,99,0.0
flagellum-specific,AYZE00000000_00387,72.727,99,0.0
flagellum-specific,JAAXPN000000000_01176,73.913,99,0.0
flagellum-specific,AYYX00000000_00147,79.006,41,7.05e-101
flagellum-specific,AYYX00000000_00146,68.657,45,2.09e-91
flagellum-specific,AZDK00000000_01724,31.771,84,1.36e-40
flagellum-specific,AZGE00000000_00899,31.771,84,1.83e-40
flagellum-specific,AZGM00000000_00587,31.771,84,2.58e-40
flagellum-specific,ASM1414555_01579,31.771,84,3.57e-40
flagellum-specific,ASM1414545_01705,31.771,84,3.99e-40
flagellum-specific,ASM1414561_00637,31.771,84,4.33e-40
flagellum-specific,JGI2599185333_00837,31.771,84,4.99e-40
flagellum-specific,AZDD00000000_00801,31.771,84,4.99e-40
flagellum-specific,ASM23645_01499,31.771,84,4.99e-40
flagellum-specific,ASM17945_00147,31.771,84,4.99e-40
flagellum-specific,ASM16825_00538,31.771,84,4.99e-40
flagellum-specific,ASM1414544_02008,31.771,84,4.99e-40
flagellum-specific,ASM1414558_00506,31.771,84,7.1899999999999994e-40
flagellum-specific,AZGO00000000_00130,31.51,84,7.99e-40
flagellum-specific,AZER00000000_01694,31.51,84,8.2e-40
flagellum-specific,RHOK00000000_00561,31.854,83,3.27e-39
flagellum-specific,JQBW00000000_01238,31.854,84,5.38e-39
flagellum-specific,RHOJ00000000_00616,31.347,84,7.45e-39
flagellum-specific,BJDM00000000_00915,31.266,84,9.13e-39
flagellum-specific,CP018906_02050,31.25,84,1.02e-38
flagellum-specific,CP034726_01397,30.607,83,1.02e-38
flagellum-specific,AZFK00000000_00450,31.294,92,1.15e-38
flagellum-specific,RHOL00000000_00956,31.347,84,1.15e-38
flagellum-specific,AZEQ00000000_01442,32.461,83,1.3e-38
flagellum-specific,AYZJ00000000_01044,31.088,84,1.62e-38
flagellum-specific,BCMF00000000_02173,30.729,84,1.8299999999999999e-38
flagellum-specific,JQCB00000000_01230,30.469,84,2.5e-38
flagellum-specific,GCF_007989765.1_01208,30.469,84,2.5e-38
flagellum-specific,GCA_001437435.1_01230,30.469,84,2.5e-38
flagellum-specific,RKLX00000000_02133,29.948,84,3.0399999999999997e-38
flagellum-specific,AZEC00000000_01412,31.024,74,3.09e-38
flagellum-specific,BCMJ00000000_02034,31.25,84,3.42e-38
flagellum-specific,AYZR00000000_00384,30.729,84,4.62e-38
flagellum-specific,OVSN00000000_00445,29.659,84,4.65e-38
flagellum-specific,JAIWJH000000000_00005,30.729,84,5.059999999999999e-38
flagellum-specific,JAIWJG000000000_02139,30.729,84,5.059999999999999e-38
flagellum-specific,JAIWJF000000000_00958,30.729,84,5.059999999999999e-38
flagellum-specific,JAIWJE000000000_00314,30.729,84,5.059999999999999e-38
flagellum-specific,GCF_013394005.1_01884,30.729,84,5.059999999999999e-38
flagellum-specific,GCA_009864005.1_01408,30.729,84,5.059999999999999e-38
flagellum-specific,GCA_009863985.1_00711,30.729,84,5.059999999999999e-38
flagellum-specific,GCA_000277855.1_02488,30.729,84,5.059999999999999e-38
flagellum-specific,FUA3126_00708,30.729,84,5.059999999999999e-38
flagellum-specific,AZFF00000000_00613,30.729,84,5.059999999999999e-38
flagellum-specific,BCMI00000000_01525,31.25,84,5.059999999999999e-38
flagellum-specific,RHNY00000000_01023,29.948,84,5.09e-38
flagellum-specific,RHOB00000000_01950,29.948,84,5.8e-38
flagellum-specific,RHNO00000000_01827,29.948,84,6.35e-38
flagellum-specific,RHNW00000000_01057,29.948,84,7.39e-38
flagellum-specific,AZFW00000000_02029,31.529,70,7.46e-38
flagellum-specific,RHNN00000000_02830,30.469,84,8.94e-38
flagellum-specific,AZEA00000000_01723,30.971,83,9.36e-38
flagellum-specific,AZDP00000000_00382,30.469,84,9.79e-38
flagellum-specific,AZEN00000000_04699,30.971,83,1.03e-37
flagellum-specific,AZFY00000000_02249,29.396,84,1.15e-37
flagellum-specific,AZED00000000_01076,30.971,83,1.2500000000000001e-37
flagellum-specific,RHNX00000000_01908,29.948,84,1.3000000000000001e-37
flagellum-specific,AZCP00000000_02294,29.948,84,1.34e-37
flagellum-specific,SULH00000000_02339,29.948,84,1.5600000000000002e-37
flagellum-specific,AZCX00000000_01981,30.99,84,1.82e-37
flagellum-specific,AWTT00000000_00174,31.25,84,2.12e-37
flagellum-specific,FOLI00000000_01279,30.052,84,2.18e-37
flagellum-specific,JABUXR00000000_00413,31.781,80,2.25e-37
flagellum-specific,JABUXQ00000000_00715,31.233,80,2.27e-37
flagellum-specific,AZGL00000000_01534,31.781,80,2.43e-37
flagellum-specific,BJOS01000000_02071,30.709,83,2.5800000000000002e-37
flagellum-specific,AZDM00000000_00667,30.709,83,2.5800000000000002e-37
flagellum-specific,ASM1414550_00853,31.781,80,2.5800000000000002e-37
flagellum-specific,AZEI00000000_00574,30.729,84,2.62e-37
flagellum-specific,JQCL00000000_01440,30.469,84,2.99e-37
flagellum-specific,JABEQQ00000000_01172,30.366,83,3.07e-37
flagellum-specific,AZEE00000000_02253,30.99,84,3.46e-37
flagellum-specific,AZEB00000000_00597,30.729,84,3.58e-37
flagellum-specific,JQBH00000000_01276,30.311,84,4.02e-37
flagellum-specific,AYZB00000000_00974,30.311,84,5.11e-37
flagellum-specific,AZDL00000000_00889,30.311,84,5.22e-37
flagellum-specific,AYYS00000000_00484,31.024,74,5.3e-37
flagellum-specific,AZEP00000000_00334,31.532,73,5.4500000000000005e-37
flagellum-specific,BJEB00000000_01346,29.688,84,5.52e-37
flagellum-specific,NZ_JAFBDN000000000.1_00365,30.469,84,5.69e-37
flagellum-specific,QEKT00000000_01169,30.57,84,6.01e-37
flagellum-specific,BCMG00000000_01066,30.99,84,6.13e-37
flagellum-specific,JQAZ00000000_00473,30.548,84,6.2700000000000005e-37
flagellum-specific,AZDS00000000_00858,30.233,84,6.38e-37
flagellum-specific,OEPY00000000_00353,31.429,84,7.150000000000001e-37
flagellum-specific,AZFZ00000000_01525,30.469,84,8.13e-37
flagellum-specific,SDGZ00000000_00787,30.469,84,8.940000000000001e-37
flagellum-specific,AZFD00000000_02327,31.378,76,9.07e-37
flagellum-specific,JQCH00000000_01711,30.729,84,9.59e-37
flagellum-specific,BJDZ00000000_00253,30.208,84,1.0400000000000001e-36
flagellum-specific,AZFC00000000_00110,30.469,84,1.08e-36
flagellum-specific,JQAU00000000_00438,30.303,93,1.13e-36
flagellum-specific,AZCU00000000_00392,30.469,84,1.17e-36
flagellum-specific,AZDT00000000_01281,30.469,84,1.22e-36
flagellum-specific,QXIL00000000_01124,29.948,84,1.35e-36
flagellum-specific,AYYR00000000_00658,31.672,76,1.4e-36
flagellum-specific,AZDW00000000_02031,30.469,84,1.43e-36
flagellum-specific,AZDV00000000_01159,29.948,84,1.54e-36
flagellum-specific,RHNZ00000000_02479,29.688,84,1.57e-36
flagellum-specific,AZCZ00000000_00116,29.688,84,1.57e-36
flagellum-specific,AZFS00000000_02537,29.688,84,1.77e-36
flagellum-specific,AZEX00000000_01692,30.57,84,1.83e-36
flagellum-specific,AYZM00000000_02339,30.729,84,1.83e-36
flagellum-specific,AZGK00000000_00104,30.208,84,1.87e-36
flagellum-specific,BAWR00000000_00113,30.208,84,1.94e-36
flagellum-specific,AYYL00000000_00762,29.306,84,1.98e-36
flagellum-specific,BJEA00000000_00623,30.469,84,2.21e-36
flagellum-specific,JQCA00000000_00026,30.422,74,2.3600000000000002e-36
flagellum-specific,W.ghanensis_LMG_24286_01083,30.649,84,2.53e-36
flagellum-specific,JAAXPN000000000_01732,30.649,84,2.63e-36
flagellum-specific,JQBP00000000_00450,28.831,84,2.7400000000000002e-36
flagellum-specific,JQBC00000000_01078,30.469,84,2.79e-36
flagellum-specific,AZFX00000000_00103,31.024,74,3.32e-36
flagellum-specific,W.fabaria_LMG_24289_01679,30.649,84,3.45e-36
flagellum-specific,NZ_JAFBEO000000000.1_00356,31.024,74,3.5300000000000004e-36
