query acc.,strain accs.,identity,query coverage,evalue
FliE,W.fabaria_LMG_24289_01281,65.333,70,3.4999999999999996e-30
FliE,NZ_JAFBDN000000000.1_00781,25.0,55,0.074
FliE,W.fabaria_LMG_24289_01606,25.0,55,0.11
FliE,CP037940_02113,23.333,55,0.12
FliE,CP037940_00055,32.653,46,0.42
FliE,W.ghanensis_LMG_24286_01948,23.333,55,0.44
FliE,JAAXPN000000000_01431,23.333,55,0.44
FliE,W.fabaria_LMG_24289_00269,30.508,52,1.2
FliE,NZ_JAFBDN000000000.1_00656,40.625,30,1.5
FliE,NZ_JAFBDN000000000.1_01755,33.333,34,1.5
FliE,W.ghanensis_LMG_24286_00114,40.625,30,2.0
FliE,W.fabaria_LMG_24289_00117,37.5,30,3.8
FliE,JAAXPN000000000_00098,37.5,30,3.8
FliE,CP037940_01795,24.138,75,4.2
FliE,NZ_JAFBDN000000000.1_00262,36.364,31,7.7
FliF,NZ_JAFBDN000000000.1_01398,100.0,100,0.0
FliF,W.ghanensis_LMG_24286_00298,50.096,99,1.02e-168
FliF,W.fabaria_LMG_24289_01282,49.713,99,7.020000000000001e-167
FliF,JAAXPN000000000_01179,49.427,99,7.940000000000001e-157
FliF,CP037940_01623,28.814,10,1.4
FliF,JAAXPN000000000_01807,31.481,10,2.6
FliF,CP037940_01274,27.5,15,2.8
FliF,W.ghanensis_LMG_24286_00648,33.333,10,4.9
FliF,W.fabaria_LMG_24289_00688,34.483,11,5.2
FliF,NZ_JAFBDN000000000.1_00733,55.0,4,7.2
FliF,CP037940_00270,40.541,7,7.3
FliF,W.fabaria_LMG_24289_00633,29.63,10,8.0
FliG,NZ_JAFBDN000000000.1_01399,100.0,99,0.0
FliG,JAAXPN000000000_01178,67.365,100,1.2999999999999999e-174
FliG,W.ghanensis_LMG_24286_00299,66.667,99,2.43e-171
FliG,W.fabaria_LMG_24289_01283,66.364,99,1.3999999999999998e-170
FliG,W.ghanensis_LMG_24286_01824,27.0,25,1.6
FliG,W.fabaria_LMG_24289_01605,33.333,12,2.0
FliG,W.ghanensis_LMG_24286_01214,35.135,11,2.3
FliG,JAAXPN000000000_01539,28.571,32,3.9
FliG,W.fabaria_LMG_24289_00142,37.037,8,7.6
FliG,CP037940_00733,25.0,16,8.3
FliG,JAAXPN000000000_00854,31.429,21,9.0
FliG,CP037940_02692,37.037,8,9.4
FliH,NZ_JAFBDN000000000.1_01400,100.0,100,1.05e-172
FliH,W.ghanensis_LMG_24286_00300,34.615,97,1.2600000000000001e-35
FliH,W.fabaria_LMG_24289_01284,34.615,97,1.29e-35
FliH,JAAXPN000000000_01177,33.166,79,3.18e-28
FliH,CP037940_02363,27.027,28,0.64
FliH,W.ghanensis_LMG_24286_01296,29.167,47,0.89
FliH,CP037940_00377,25.0,24,2.8
FliH,CP037940_01795,40.541,16,5.4
FliH,W.ghanensis_LMG_24286_00271,29.787,20,8.1
FliH,W.fabaria_LMG_24289_01527,29.787,20,8.6
FliH,W.ghanensis_LMG_24286_01206,29.787,20,8.8
flagellum-specific,NZ_JAFBDN000000000.1_01401,100.0,100,0.0
flagellum-specific,W.ghanensis_LMG_24286_00301,74.429,99,0.0
flagellum-specific,W.fabaria_LMG_24289_01285,74.201,99,0.0
flagellum-specific,JAAXPN000000000_01176,73.913,99,0.0
flagellum-specific,NZ_JAFBDN000000000.1_00365,30.469,84,7.59e-39
flagellum-specific,W.ghanensis_LMG_24286_01083,30.649,84,3.37e-38
flagellum-specific,JAAXPN000000000_01732,30.649,84,3.51e-38
flagellum-specific,W.fabaria_LMG_24289_01679,30.649,84,4.6e-38
flagellum-specific,CP037940_02029,29.87,84,6.2e-35
flagellum-specific,W.fabaria_LMG_24289_01681,29.659,84,1.92e-31
flagellum-specific,JAAXPN000000000_01734,29.921,84,2.8300000000000003e-31
flagellum-specific,W.ghanensis_LMG_24286_01081,29.659,84,3.3000000000000004e-31
flagellum-specific,NZ_JAFBDN000000000.1_00363,29.134,84,1.11e-30
flagellum-specific,CP037940_02027,28.871,84,1.48e-28
flagellum-specific,CP037940_00815,35.211,15,0.009
flagellum-specific,CP037940_00952,36.0,11,0.27
flagellum-specific,CP037940_01282,34.091,10,0.35
flagellum-specific,CP037940_00832,42.105,8,0.36
flagellum-specific,W.fabaria_LMG_24289_00586,42.424,7,0.43
flagellum-specific,JAAXPN000000000_00038,47.222,9,0.85
flagellum-specific,JAAXPN000000000_00038,38.71,9,1.3
flagellum-specific,W.ghanensis_LMG_24286_01328,24.691,17,0.85
flagellum-specific,CP037940_01155,35.294,11,0.86
flagellum-specific,CP037940_01013,29.412,15,0.94
flagellum-specific,CP037940_02467,43.75,7,0.94
flagellum-specific,W.fabaria_LMG_24289_00385,45.161,7,1.0
flagellum-specific,W.ghanensis_LMG_24286_01444,48.148,6,1.1
flagellum-specific,W.fabaria_LMG_24289_00047,43.243,9,1.3
flagellum-specific,W.fabaria_LMG_24289_00047,38.71,9,2.6
flagellum-specific,W.ghanensis_LMG_24286_00183,44.444,9,1.3
flagellum-specific,W.ghanensis_LMG_24286_00183,38.71,9,2.5
flagellum-specific,JAAXPN000000000_00404,30.159,14,1.3
flagellum-specific,JAAXPN000000000_00954,24.691,17,1.4
flagellum-specific,W.fabaria_LMG_24289_01161,24.691,17,1.4
flagellum-specific,W.fabaria_LMG_24289_01271,43.333,6,1.6
flagellum-specific,W.ghanensis_LMG_24286_00287,43.333,6,1.6
flagellum-specific,CP037940_01789,46.429,6,1.8
flagellum-specific,NZ_JAFBDN000000000.1_01778,27.273,22,2.0
flagellum-specific,JAAXPN000000000_01190,43.333,6,2.1
flagellum-specific,JAAXPN000000000_00411,28.358,15,2.1
flagellum-specific,NZ_JAFBDN000000000.1_01001,48.571,8,2.2
flagellum-specific,JAAXPN000000000_00882,34.545,12,2.2
flagellum-specific,W.fabaria_LMG_24289_00947,35.135,8,2.2
flagellum-specific,CP037940_02533,34.286,8,2.3
flagellum-specific,NZ_JAFBDN000000000.1_00287,46.667,7,2.6
flagellum-specific,W.fabaria_LMG_24289_00351,33.333,11,2.9
flagellum-specific,CP037940_00814,23.864,20,3.1
flagellum-specific,NZ_JAFBDN000000000.1_01303,25.185,29,3.2
flagellum-specific,W.ghanensis_LMG_24286_00022,46.154,6,3.3
flagellum-specific,NZ_JAFBDN000000000.1_01339,39.394,7,3.6
flagellum-specific,W.fabaria_LMG_24289_00336,28.431,22,3.8
flagellum-specific,JAAXPN000000000_00620,48.0,6,3.9
flagellum-specific,W.fabaria_LMG_24289_01737,48.0,6,4.0
flagellum-specific,W.ghanensis_LMG_24286_01149,40.741,6,4.0
flagellum-specific,JAAXPN000000000_00711,40.741,6,4.1
flagellum-specific,CP037940_00607,39.394,7,4.1
flagellum-specific,W.ghanensis_LMG_24286_01939,30.38,18,4.2
flagellum-specific,W.ghanensis_LMG_24286_01443,42.424,7,4.5
flagellum-specific,JAAXPN000000000_01200,30.769,9,5.0
flagellum-specific,W.ghanensis_LMG_24286_01899,30.909,12,5.6
flagellum-specific,CP037940_01482,41.379,7,5.8
flagellum-specific,CP037940_01782,37.931,7,6.0
flagellum-specific,JAAXPN000000000_01547,36.364,7,6.2
flagellum-specific,CP037940_02488,46.154,6,6.3
flagellum-specific,W.ghanensis_LMG_24286_01940,24.051,17,6.3
flagellum-specific,W.ghanensis_LMG_24286_01241,30.0,11,6.6
flagellum-specific,W.ghanensis_LMG_24286_01023,40.741,6,6.6
flagellum-specific,W.fabaria_LMG_24289_01478,36.364,7,6.9
flagellum-specific,W.fabaria_LMG_24289_01623,40.741,6,7.0
flagellum-specific,JAAXPN000000000_01094,48.148,6,7.3
flagellum-specific,W.fabaria_LMG_24289_01017,48.148,6,8.1
flagellum-specific,JAAXPN000000000_00087,38.71,7,8.4
flagellum-specific,CP037940_00352,54.545,5,8.5
flagellum-specific,W.fabaria_LMG_24289_01001,30.769,12,9.7
FliJ,NZ_JAFBDN000000000.1_01402,100.0,100,3.98e-99
FliJ,JAAXPN000000000_01175,34.783,96,1.66e-13
FliJ,W.fabaria_LMG_24289_01286,33.333,96,2.31e-13
FliJ,W.ghanensis_LMG_24286_00302,35.507,96,3.42e-10
FliJ,CP037940_02508,34.043,29,0.79
FliJ,CP037940_01703,37.838,26,0.9
FliJ,NZ_JAFBDN000000000.1_00305,34.043,29,0.97
FliJ,W.ghanensis_LMG_24286_01635,31.915,29,4.1
FliJ,JAAXPN000000000_00018,31.915,29,4.2
FliJ,W.fabaria_LMG_24289_00027,31.915,29,4.3
FliJ,CP037940_00329,40.741,19,5.3
FliK,NZ_JAFBDN000000000.1_01403,100.0,100,0.0
FliK,W.fabaria_LMG_24289_01287,33.684,41,2.2e-14
FliK,W.ghanensis_LMG_24286_00303,32.62,41,9.61e-14
FliK,JAAXPN000000000_01174,32.804,41,8.07e-13
FliK,JAAXPN000000000_00178,40.0,6,1.6
FliK,CP037940_01012,45.833,5,1.8
FliK,CP037940_00143,30.508,11,2.1
FliK,NZ_JAFBDN000000000.1_00437,30.769,9,4.8
FliK,W.fabaria_LMG_24289_01261,31.429,14,6.5
FliK,W.fabaria_LMG_24289_00378,25.0,25,7.1
FlgD,NZ_JAFBDN000000000.1_01404,100.0,100,1.84e-112
FlgD,W.ghanensis_LMG_24286_00304,63.025,71,4.33e-43
FlgD,W.fabaria_LMG_24289_01288,63.025,71,4.33e-43
FlgD,JAAXPN000000000_01173,54.545,78,1.68e-39
FlgD,CP037940_00124,30.769,32,0.98
FlgD,W.ghanensis_LMG_24286_00195,20.588,43,1.7
FlgD,CP037940_01640,41.379,18,1.8
FlgD,JAAXPN000000000_00026,19.118,43,5.2
FlgD,NZ_JAFBDN000000000.1_00173,32.653,28,5.6
FlgD,JAAXPN000000000_01447,31.429,21,5.6
FlgD,JAAXPN000000000_01815,34.043,29,7.4
FlgD,W.ghanensis_LMG_24286_00928,31.429,21,7.6
FlgD,CP037940_02603,33.333,29,7.9
FlgD,NZ_JAFBDN000000000.1_01481,35.714,18,9.8
FlgE,NZ_JAFBDN000000000.1_01405,100.0,100,0.0
FlgE,JAAXPN000000000_01172,48.63,100,4.36e-70
FlgE,W.fabaria_LMG_24289_01289,48.475,100,4.6500000000000006e-70
FlgE,W.ghanensis_LMG_24286_00305,48.136,100,1.57e-69
FlgE,NZ_JAFBDN000000000.1_01416,39.516,93,3.23e-39
FlgE,JAAXPN000000000_01161,32.927,93,7.789999999999999e-30
FlgE,W.fabaria_LMG_24289_01300,33.197,93,3.55e-28
FlgE,W.ghanensis_LMG_24286_00316,33.197,93,3.82e-28
FlgE,JAAXPN000000000_01162,28.125,99,1.34e-15
FlgE,W.fabaria_LMG_24289_01299,28.125,99,3.14e-15
FlgE,W.ghanensis_LMG_24286_00315,28.125,99,8.28e-15
FlgE,NZ_JAFBDN000000000.1_01415,21.176,99,1.26e-09
FlgE,W.ghanensis_LMG_24286_00295,43.75,13,0.003
FlgE,W.fabaria_LMG_24289_01279,43.75,13,0.003
FlgE,JAAXPN000000000_01182,31.148,23,0.006
FlgE,NZ_JAFBDN000000000.1_01469,41.026,61,0.01
FlgE,NZ_JAFBDN000000000.1_01469,23.077,61,2.1
FlgE,JAAXPN000000000_01181,29.333,64,0.013
FlgE,JAAXPN000000000_01181,28.0,64,3.5
FlgE,W.fabaria_LMG_24289_01280,34.0,55,0.017
FlgE,W.fabaria_LMG_24289_01280,29.0,55,2.6
FlgE,W.fabaria_LMG_24289_01317,32.609,47,0.018
FlgE,W.fabaria_LMG_24289_01317,24.0,47,3.8
FlgE,W.ghanensis_LMG_24286_00296,34.0,55,0.018
FlgE,W.ghanensis_LMG_24286_00296,31.683,55,2.6
FlgE,JAAXPN000000000_01144,32.609,47,0.019
FlgE,JAAXPN000000000_01144,25.333,47,2.3
FlgE,W.ghanensis_LMG_24286_00333,32.609,47,0.02
FlgE,W.ghanensis_LMG_24286_00333,24.0,47,4.0
FlgE,NZ_JAFBDN000000000.1_01395,31.818,25,0.22
FlgE,CP037940_02759,33.333,18,0.89
FlgE,W.fabaria_LMG_24289_00335,36.842,15,0.91
FlgE,W.ghanensis_LMG_24286_01415,28.07,42,1.2
FlgE,JAAXPN000000000_00598,28.07,42,1.2
FlgE,NZ_JAFBDN000000000.1_01396,43.75,11,1.2
FlgE,CP037940_01617,25.0,58,2.5
FlgE,NZ_JAFBDN000000000.1_01768,24.762,35,2.6
FlgE,JAAXPN000000000_00401,36.842,15,5.1
FlgE,CP037940_00824,31.373,17,5.4
FlgE,CP037940_01086,36.923,25,5.5
FlgE,W.ghanensis_LMG_24286_00485,34.211,15,7.4
FlbD,NZ_JAFBDN000000000.1_01406,100.0,100,2.6499999999999997e-48
FlbD,W.fabaria_LMG_24289_01290,46.774,86,1.02e-17
FlbD,W.ghanensis_LMG_24286_00306,46.774,86,1.07e-17
FlbD,JAAXPN000000000_01171,43.548,86,8.64e-16
FlbD,W.ghanensis_LMG_24286_00206,33.962,74,0.16
FlbD,JAAXPN000000000_01263,33.962,74,0.17
FlbD,CP037940_01614,27.869,85,0.18
FlbD,NZ_JAFBDN000000000.1_00968,31.915,64,0.19
FlbD,W.fabaria_LMG_24289_01455,40.0,42,0.26
FlbD,W.fabaria_LMG_24289_00618,24.194,76,0.46
FlbD,W.ghanensis_LMG_24286_01755,23.438,79,0.48
FlbD,JAAXPN000000000_01792,23.438,79,0.52
FlbD,W.fabaria_LMG_24289_00353,42.857,49,1.1
FlbD,W.fabaria_LMG_24289_01003,32.075,74,1.9
FlbD,W.ghanensis_LMG_24286_00820,27.586,81,2.2
FlbD,CP037940_00269,33.333,42,3.8
FlbD,JAAXPN000000000_01583,56.25,22,4.7
FlbD,W.fabaria_LMG_24289_00869,26.923,86,4.9
FlbD,NZ_JAFBDN000000000.1_01668,45.833,32,5.5
FlbD,JAAXPN000000000_00678,30.189,71,6.7
FlbD,CP037940_01771,40.0,28,7.5
FlbD,JAAXPN000000000_01253,52.632,24,8.7
FlbD,W.ghanensis_LMG_24286_01106,30.189,71,9.1
FliL,NZ_JAFBDN000000000.1_01407,100.0,100,4.28e-117
FliL,W.ghanensis_LMG_24286_00307,44.361,81,6.47e-33
FliL,W.fabaria_LMG_24289_01291,43.609,81,3.7400000000000005e-32
FliL,JAAXPN000000000_01170,42.949,94,1.14e-31
FliL,JAAXPN000000000_00731,24.167,70,0.18
FliL,JAAXPN000000000_00781,51.724,17,0.24
FliL,NZ_JAFBDN000000000.1_00777,38.095,25,1.8
FliL,JAAXPN000000000_01350,36.111,22,3.5
FliL,CP037940_02107,33.929,33,5.2
FliL,CP037940_00767,22.388,41,6.2
FliL,W.fabaria_LMG_24289_01601,38.095,25,7.0
FliL,JAAXPN000000000_01436,38.095,25,7.1
FliL,CP037940_01260,21.138,71,8.2
FliO/FliZ,NZ_JAFBDN000000000.1_01408,100.0,100,1.2e-80
FliO/FliZ,JAAXPN000000000_01169,49.138,97,1.41e-31
FliO/FliZ,W.fabaria_LMG_24289_01292,48.276,97,5.36e-30
FliO/FliZ,W.ghanensis_LMG_24286_00308,48.276,97,7.439999999999999e-30
FliO/FliZ,W.ghanensis_LMG_24286_00734,30.986,61,0.17
FliO/FliZ,JAAXPN000000000_01366,44.118,28,3.2
FliO/FliZ,CP037940_00463,33.333,34,4.0
FliO/FliZ,CP037940_02002,37.5,34,4.2
FliO/FliZ,W.ghanensis_LMG_24286_00870,41.176,28,4.2
FliO/FliZ,JAAXPN000000000_00164,46.667,23,5.0
FliO/FliZ,NZ_JAFBDN000000000.1_01050,29.787,41,5.5
FliO/FliZ,CP037940_02041,20.896,58,5.7
FliO/FliZ,JAAXPN000000000_00946,34.211,30,5.8
FliO/FliZ,W.fabaria_LMG_24289_01417,44.118,28,5.9
FliO/FliZ,W.ghanensis_LMG_24286_01806,26.786,44,6.8
FliO/FliZ,W.ghanensis_LMG_24286_00710,31.111,39,9.3
FliO/FliZ,W.fabaria_LMG_24289_00827,30.435,40,9.5
FliP,NZ_JAFBDN000000000.1_01409,100.0,100,0.0
FliP,JAAXPN000000000_01168,66.54,99,9.91e-122
FliP,W.ghanensis_LMG_24286_00309,65.152,99,3.0300000000000003e-121
FliP,W.fabaria_LMG_24289_01293,65.152,99,3.0300000000000003e-121
FliP,CP037940_01624,34.545,21,1.6
FliP,CP037940_00564,25.243,35,7.7
FliP,CP037940_01542,30.357,19,9.4
FliQ,NZ_JAFBDN000000000.1_01410,100.0,100,2.47e-56
FliQ,JAAXPN000000000_01167,69.767,99,2.38e-41
FliQ,W.ghanensis_LMG_24286_00310,68.605,99,1.9400000000000002e-33
FliQ,W.fabaria_LMG_24289_01294,68.605,99,1.9400000000000002e-33
FliQ,W.fabaria_LMG_24289_00452,41.176,34,0.23
FliQ,JAAXPN000000000_00510,38.235,34,0.86
FliQ,NZ_JAFBDN000000000.1_00701,27.778,78,0.99
FliQ,CP037940_00971,32.353,39,1.0
FliQ,CP037940_00157,38.462,45,1.3
FliQ,CP037940_02779,34.043,52,2.1
FliQ,CP037940_01790,31.579,44,4.3
FliQ,JAAXPN000000000_00667,37.931,33,9.1
FliR,NZ_JAFBDN000000000.1_01411,100.0,100,0.0
FliR,JAAXPN000000000_01166,51.6,99,3.7199999999999997e-93
FliR,W.ghanensis_LMG_24286_00311,51.2,99,6.56e-93
FliR,W.fabaria_LMG_24289_01295,50.8,99,5.7599999999999996e-92
FliR,W.fabaria_LMG_24289_00356,36.364,21,0.18
FliR,JAAXPN000000000_00425,36.364,21,0.18
FliR,W.ghanensis_LMG_24286_00519,36.364,21,0.21
FliR,CP037940_01600,33.333,19,0.8
FliR,JAAXPN000000000_00057,55.172,11,1.6
FliR,W.ghanensis_LMG_24286_00164,55.172,11,1.7
FliR,CP037940_00156,40.741,11,1.9
FliR,CP037940_00245,38.889,13,4.1
FliR,CP037940_01998,26.316,33,4.4
FliR,W.fabaria_LMG_24289_00066,51.724,11,5.3
FliR,CP037940_00916,36.0,10,6.5
FliR,W.fabaria_LMG_24289_00206,26.882,36,7.4
FlhB,NZ_JAFBDN000000000.1_01412,100.0,100,0.0
FlhB,JAAXPN000000000_01165,53.39,99,8.72e-135
FlhB,W.fabaria_LMG_24289_01296,52.125,99,3.93e-130
FlhB,W.ghanensis_LMG_24286_00312,52.125,99,9.71e-130
FlhB,W.fabaria_LMG_24289_01499,30.909,15,0.45
FlhB,W.ghanensis_LMG_24286_00588,42.424,9,2.4
FlhB,W.fabaria_LMG_24289_00690,42.424,9,2.5
FlhB,JAAXPN000000000_01865,42.424,9,2.7
FlhB,CP037940_00272,24.0,26,3.6
FlhA,NZ_JAFBDN000000000.1_01413,100.0,100,0.0
FlhA,W.ghanensis_LMG_24286_00313,74.928,100,0.0
FlhA,W.fabaria_LMG_24289_01297,74.638,100,0.0
FlhA,JAAXPN000000000_01164,75.148,98,0.0
FlhA,JAAXPN000000000_00208,23.529,12,3.4
FlhA,CP037940_02292,30.612,7,6.4
FlhA,W.ghanensis_LMG_24286_00753,42.857,4,8.9
FliA,NZ_JAFBDN000000000.1_01414,100.0,100,7.29e-175
FliA,JAAXPN000000000_01163,56.78,99,1.75e-92
FliA,W.ghanensis_LMG_24286_00314,56.54,99,9.34e-92
FliA,W.fabaria_LMG_24289_01298,56.118,99,1.38e-91
FliA,W.ghanensis_LMG_24286_00791,28.889,92,6.34e-14
FliA,JAAXPN000000000_00474,28.889,92,6.65e-14
FliA,CP037940_00016,28.889,92,6.67e-14
FliA,NZ_JAFBDN000000000.1_00531,28.889,92,7.31e-14
FliA,W.fabaria_LMG_24289_00410,28.889,92,8.43e-14
FliA,NZ_JAFBDN000000000.1_00111,31.148,26,0.052
FliA,W.fabaria_LMG_24289_00456,53.846,11,0.94
FliA,W.ghanensis_LMG_24286_00838,54.167,10,1.6
FliA,CP037940_00992,25.51,41,2.0
FliA,JAAXPN000000000_00513,54.167,10,2.7
FliA,CP037940_01646,31.034,23,4.1
FliA,JAAXPN000000000_00203,33.962,22,8.6
FliA,CP037940_00857,24.286,29,9.0
FlgG_1,NZ_JAFBDN000000000.1_01415,100.0,100,2.1600000000000003e-173
FlgG_1,W.fabaria_LMG_24289_01299,51.915,99,9.280000000000001e-79
FlgG_1,W.ghanensis_LMG_24286_00315,52.34,99,2.15e-78
FlgG_1,JAAXPN000000000_01162,51.489,99,2.42e-78
FlgG_1,NZ_JAFBDN000000000.1_01416,28.333,90,1.62e-15
FlgG_1,W.ghanensis_LMG_24286_00316,32.189,87,2.59e-15
FlgG_1,W.fabaria_LMG_24289_01300,31.76,87,2.5e-14
FlgG_1,JAAXPN000000000_01161,31.915,87,8.53e-14
FlgG_1,NZ_JAFBDN000000000.1_01405,21.176,97,1.16e-09
FlgG_1,W.ghanensis_LMG_24286_00296,45.238,18,4.06e-05
FlgG_1,W.fabaria_LMG_24289_01280,45.238,18,4.39e-05
FlgG_1,JAAXPN000000000_01181,45.238,18,4.47e-05
FlgG_1,NZ_JAFBDN000000000.1_01396,52.381,18,0.000394
FlgG_1,JAAXPN000000000_01172,22.14,89,0.000547
FlgG_1,W.ghanensis_LMG_24286_00305,20.321,56,0.004
FlgG_1,W.fabaria_LMG_24289_01289,21.39,56,0.005
FlgG_1,JAAXPN000000000_00047,24.719,38,0.29
FlgG_1,JAAXPN000000000_00500,25.203,51,0.78
FlgG_1,W.fabaria_LMG_24289_00056,27.119,25,0.8
FlgG_1,JAAXPN000000000_00764,33.333,19,1.4
FlgG_1,NZ_JAFBDN000000000.1_01469,26.829,17,2.5
FlgG_1,CP037940_00690,32.812,27,3.4
FlgG_1,JAAXPN000000000_01201,33.333,25,4.0
