query acc.,strain accs.,identity,query coverage,evalue
CAH0417882.1,NZ_JAFBDN000000000.1_01398,47.893,24,1.56e-137
CAH0417882.1,JAAXPN000000000_01172,50.676,28,1.1300000000000001e-72
CAH0417882.1,JAAXPN000000000_01172,22.91,28,0.29
CAH0417893.1,W.ghanensis_LMG_24286_00309,100.0,100,0.0
CAH0417893.1,W.fabaria_LMG_24289_01293,100.0,100,0.0
CAH0417893.1,JAAXPN000000000_01168,94.253,100,1.05e-180
CAH0417893.1,NZ_JAFBDN000000000.1_01409,65.152,99,2.02e-120
CAH0417893.1,JQCD00000000_00206,25.806,23,1.5
CAH0417893.1,JQAX00000000_00419,23.267,67,2.5
CAH0417893.1,SDGZ00000000_00352,28.358,26,4.5
CAH0417893.1,ANCA00000000_00939,24.615,24,6.0
CAH0417893.1,CP037940_02042,28.358,26,6.4
CAH0417893.1,JQCD00000000_00359,27.778,25,9.3
WP_235315560.1,NZ_JAFBDN000000000.1_01399,72.508,27,1.86e-169
WP_235315560.1,JAAXPN000000000_01178,63.473,27,4.79e-153
WP_235315560.1,W.ghanensis_LMG_24286_00299,63.772,27,1.96e-152
WP_235315560.1,W.fabaria_LMG_24289_01283,63.473,27,6.9999999999999986e-152
WP_235315560.1,NZ_JAFBDN000000000.1_01426,61.808,28,2.5e-145
WP_235315560.1,W.ghanensis_LMG_24286_00326,53.913,28,1.59e-126
WP_235315560.1,W.fabaria_LMG_24289_01310,54.046,28,6.919999999999999e-126
WP_235315560.1,JAAXPN000000000_01151,54.706,28,9.24e-125
WP_235315560.1,NZ_JAFBDN000000000.1_01411,49.402,20,3.3500000000000003e-77
WP_235315560.1,JAAXPN000000000_01166,43.775,20,8.560000000000001e-70
WP_235315560.1,W.ghanensis_LMG_24286_00311,43.775,20,2.7699999999999997e-69
WP_235315560.1,W.fabaria_LMG_24289_01295,43.373,20,2.07e-68
CAH0417922.1,GCA_009864005.1_01535,67.316,32,0.0
CAH0417922.1,JAIWJH000000000_01785,67.1,32,0.0
CAH0417922.1,JAIWJG000000000_00682,67.1,32,0.0
CAH0417922.1,FUA3126_01321,67.1,32,0.0
CAH0417922.1,GCF_007989765.1_00215,68.132,32,0.0
CAH0417922.1,GCA_009863985.1_01171,66.883,32,0.0
CAH0417922.1,GCA_001437435.1_01552,68.132,32,0.0
CAH0417922.1,GCA_000277855.1_01858,66.667,32,0.0
CAH0417922.1,JAIWJE000000000_02154,66.45,32,0.0
CAH0417922.1,GCF_013394005.1_01668,66.45,32,0.0
CAH0417922.1,JAIWJF000000000_01084,68.287,30,0.0
CAH0417922.1,GCA_009864005.1_02489,78.049,26,0.0
CAH0417922.1,AEKT01000001_01603,64.884,30,0.0
CAH0417922.1,JQAY00000000_01742,66.204,30,0.0
CAH0417922.1,NZ_JAFBDN000000000.1_00101,65.421,30,0.0
CAH0417922.1,W.fabaria_LMG_24289_01233,60.544,31,0.0
CAH0417922.1,JAIWJE000000000_01944,69.837,26,5.17e-179
CAH0417922.1,GCF_013394005.1_00657,69.837,26,5.17e-179
CAH0417922.1,GCA_009863985.1_00958,69.755,26,6.81e-179
CAH0417922.1,GCA_000277855.1_01125,69.565,26,9.46e-179
CAH0417922.1,GCA_009864005.1_00617,69.21,26,1.9e-178
CAH0417922.1,JAIWJH000000000_00727,69.482,26,2.38e-178
CAH0417922.1,JAIWJG000000000_01142,69.482,26,2.38e-178
CAH0417922.1,JAIWJF000000000_02235,69.482,26,2.38e-178
CAH0417922.1,FUA3126_01706,69.482,26,2.38e-178
CAH0417922.1,JAAXPN000000000_01233,59.637,31,1.19e-177
CAH0417922.1,W.ghanensis_LMG_24286_00245,59.184,31,2.01e-175
CAH0417922.1,CP037940_00290,61.37,26,5.66e-146
CAH0417922.1,W.fabaria_LMG_24289_00222,46.868,31,1.5299999999999998e-126
CAH0417922.1,JQAY00000000_00594,54.972,26,7.4e-126
CAH0417922.1,AEKT01000001_01728,54.972,26,3.92e-125
CAH0417922.1,GCF_007989765.1_00792,46.651,31,3.13e-124
CAH0417922.1,GCA_001437435.1_00412,46.651,31,3.13e-124
CAH0417922.1,JQAX00000000_00756,45.833,30,9.51e-124
CAH0417922.1,FMAW00000000_00616,55.495,26,1.69e-120
CAH0417922.1,CP014332_00949,54.848,26,4.57e-120
CAH0417922.1,FMAO00000000_01284,54.945,26,1.22e-118
CAH0417922.1,GCA_000277855.1_00463,46.387,30,2.25e-112
CAH0417922.1,JAIWJH000000000_01126,46.62,30,6.39e-112
CAH0417922.1,JAIWJG000000000_00901,46.62,30,6.39e-112
CAH0417922.1,JAIWJF000000000_01303,46.62,30,6.39e-112
CAH0417922.1,JAIWJE000000000_01370,46.62,30,6.39e-112
CAH0417922.1,GCF_013394005.1_01345,46.62,30,6.39e-112
CAH0417922.1,FUA3126_01102,46.62,30,6.39e-112
CAH0417922.1,GCA_009864005.1_02163,46.387,30,1.01e-111
CAH0417922.1,BJDT00000000_00823,56.075,23,2.41e-107
CAH0417922.1,AKGG00000000_00048,40.059,24,1.17e-75
CAH0417922.1,CP014332_01976,40.663,23,6.300000000000001e-74
CAH0417922.1,FMAW00000000_00043,39.701,23,1.8400000000000002e-73
CAH0417922.1,ACKU00000000_01193,39.458,23,7.35e-73
CAH0417922.1,AEKT01000001_00250,41.104,23,4.53e-72
CAH0417922.1,JQBP00000000_01251,38.824,23,4.19e-71
CAH0417922.1,JQCD00000000_01045,39.748,22,6.38e-71
CAH0417922.1,FMAO00000000_00894,38.323,23,8.86e-71
CAH0417922.1,BJDT00000000_00163,39.222,23,1.17e-70
CAH0417922.1,ANCA00000000_00763,38.11,23,1.77e-70
CAH0417922.1,SDGZ00000000_00867,37.994,23,1.2299999999999999e-69
CAH0417922.1,JQBM00000000_00592,40.514,22,1.35e-69
CAH0417922.1,JQAY00000000_00780,39.571,23,1.45e-69
CAH0417922.1,BAWR00000000_00186,39.818,23,2.12e-69
CAH0417922.1,CP060724_00792,36.982,24,3.54e-68
CAH0417922.1,NZ_JAFBEO000000000.1_00434,38.924,22,3.09e-67
CAH0417922.1,JQAX00000000_00550,38.438,23,7.06e-66
CAH0417922.1,QRAS00000000_01062,36.89,23,3.39e-65
CAH0417922.1,CP037940_02528,27.134,23,2.29e-16
CAH0417922.1,W.fabaria_LMG_24289_00126,24.939,24,4.3e-05
CAH0417922.1,BJDT00000000_00274,25.6,22,0.001
CAH0417922.1,JAAXPN000000000_00107,22.995,22,0.051
CAH0417922.1,FMAW00000000_00936,24.29,20,0.084
CAH0417922.1,W.ghanensis_LMG_24286_00105,22.372,22,0.1
CAH0417922.1,JQCD00000000_01152,23.057,23,0.16
CAH0417922.1,BJDT00000000_00273,24.29,20,0.7
CAH0417922.1,ACKU00000000_01089,24.462,22,0.92
QJU50634.1,GCF_007989765.1_01777,68.309,40,0.0
QJU50634.1,GCA_001437435.1_01924,68.309,40,0.0
QJU50634.1,JAIWJE000000000_00402,68.267,40,0.0
QJU50634.1,GCF_013394005.1_01856,68.267,40,0.0
QJU50634.1,JAIWJH000000000_00361,68.267,40,0.0
QJU50634.1,JAIWJG000000000_00261,68.267,40,0.0
QJU50634.1,JAIWJF000000000_00982,68.267,40,0.0
QJU50634.1,FUA3126_00785,68.267,40,0.0
QJU50634.1,GCA_009864005.1_01434,68.4,40,0.0
QJU50634.1,GCA_009863985.1_00784,68.267,40,0.0
QJU50634.1,GCA_000277855.1_02462,68.133,40,0.0
QJU50634.1,GCA_000277855.1_02688,65.646,40,0.0
QJU50634.1,W.fabaria_LMG_24289_01634,100.0,28,0.0
QJU50634.1,JQAX00000000_00281,62.566,40,0.0
QJU50634.1,CP037940_01584,62.151,40,0.0
QJU50634.1,ACKU00000000_01623,62.087,40,0.0
QJU50634.1,FMAW00000000_01819,62.087,40,0.0
QJU50634.1,CP014332_02159,62.087,40,0.0
QJU50634.1,NZ_JAFBDN000000000.1_01492,61.955,40,0.0
QJU50634.1,CP060724_01167,62.417,39,0.0
QJU50634.1,QRAS00000000_00403,60.317,40,0.0
QJU50634.1,JQAY00000000_02127,58.886,39,0.0
QJU50634.1,BAWR00000000_00386,58.366,40,0.0
QJU50634.1,AEKT01000001_01650,58.355,39,0.0
QJU50634.1,JAIWJE000000000_00845,61.111,26,0.0
QJU50634.1,GCF_013394005.1_02093,61.111,26,0.0
QJU50634.1,GCA_000277855.1_02141,61.111,26,0.0
QJU50634.1,GCA_009864005.1_01862,61.411,25,0.0
QJU50634.1,JAIWJH000000000_02021,60.905,26,0.0
QJU50634.1,JAIWJG000000000_02025,60.905,26,0.0
QJU50634.1,JAIWJF000000000_00766,60.905,26,0.0
QJU50634.1,GCA_009863985.1_00216,60.905,26,0.0
QJU50634.1,FUA3126_00514,60.905,26,0.0
QJU50634.1,GCF_007989765.1_01964,59.918,26,0.0
QJU50634.1,GCA_001437435.1_01276,59.918,26,0.0
QJU50634.1,NZ_JAFBDN000000000.1_00626,54.918,26,2.29e-178
QJU50634.1,W.fabaria_LMG_24289_01132,55.328,26,1.57e-177
QJU50634.1,GCF_007989765.1_01771,55.18,25,2.6999999999999997e-171
QJU50634.1,GCA_001437435.1_01427,55.18,25,2.6999999999999997e-171
QJU50634.1,CP037940_01645,53.484,26,9.14e-170
QJU50634.1,GCA_009864005.1_01671,54.334,25,1.77e-169
QJU50634.1,GCA_000277855.1_00118,54.123,25,3.08e-169
QJU50634.1,JAAXPN000000000_00982,55.72,25,4.91e-169
QJU50634.1,W.ghanensis_LMG_24286_01659,54.303,26,5.17e-169
QJU50634.1,GCF_013394005.1_02327,53.911,25,5.48e-169
QJU50634.1,GCA_009863985.1_00667,54.123,25,5.65e-169
QJU50634.1,JAIWJH000000000_00452,54.123,25,9.59e-169
QJU50634.1,JAIWJG000000000_00319,54.123,25,9.59e-169
QJU50634.1,JAIWJF000000000_01386,54.123,25,9.59e-169
QJU50634.1,JAIWJE000000000_00288,53.911,25,9.59e-169
QJU50634.1,FUA3126_00271,54.123,25,9.59e-169
QJU50634.1,JAIWJH000000000_00300,46.764,25,1.47e-147
QJU50634.1,JAIWJG000000000_00200,46.764,25,1.47e-147
QJU50634.1,JAIWJF000000000_01343,46.764,25,1.47e-147
QJU50634.1,FUA3126_00358,46.764,25,1.47e-147
QJU50634.1,GCF_007989765.1_00262,45.416,25,5.29e-135
QJU50634.1,GCA_001437435.1_01505,45.416,25,5.29e-135
QJU50634.1,QRAS00000000_00182,45.09,25,1.76e-130
QJU50634.1,AEKT01000001_01830,44.758,25,7.21e-129
QJU50634.1,FMAW00000000_00754,44.223,26,2.07e-128
QJU50634.1,JQCD00000000_00214,43.585,25,4.24e-128
QJU50634.1,AKGG00000000_01280,42.69,26,4.3e-128
QJU50634.1,NZ_JAFBEO000000000.1_00657,43.813,25,2.96e-127
QJU50634.1,JQAY00000000_00230,42.48,25,6.65e-126
QJU50634.1,SDGZ00000000_01468,43.775,25,1.15e-125
QJU50634.1,FMAO00000000_01464,43.611,25,2.88e-125
QJU50634.1,JQAY00000000_01224,44.512,25,4.790000000000001e-125
QJU50634.1,ACKU00000000_01807,43.086,25,7.49e-125
QJU50634.1,BAWR00000000_01752,43.408,25,4.28e-124
QJU50634.1,BAWR00000000_00578,42.972,25,3.11e-123
QJU50634.1,BJDT00000000_01662,43.028,26,6.8e-123
QJU50634.1,JQAX00000000_00131,43.574,25,2.13e-121
QJU50634.1,BAWR00000000_00478,42.457,24,5.3700000000000005e-121
QJU50634.1,CP060724_00329,41.211,26,7.329999999999999e-120
QJU50634.1,JQBM00000000_00388,42.566,25,4.43e-118
QJU50634.1,CP014332_00766,42.262,26,4.48e-118
QJU50634.1,JQBP00000000_00017,39.53,26,8.78e-118
QJU50634.1,W.fabaria_LMG_24289_00133,41.478,25,2.48e-112
QJU50634.1,ANCA00000000_00947,40.688,25,6.8e-112
QJU50634.1,CP037940_01620,39.44,24,6.83e-109
QJU50634.1,JQAY00000000_00708,40.717,25,4.62e-107
QJU50634.1,ACKU00000000_01139,41.216,23,9.65e-105
QJU50634.1,GCA_009864005.1_01674,35.316,28,3.7100000000000004e-103
QJU50634.1,AEKT01000001_00160,40.0,25,1.42e-101
QJU50634.1,CP014332_01922,39.479,24,1.46e-101
QJU50634.1,GCA_009863985.1_00670,35.13,28,3.7199999999999997e-101
QJU50634.1,QRAS00000000_01011,41.162,22,9.29e-101
QJU50634.1,JAIWJE000000000_00290,35.688,28,5.22e-100
QJU50634.1,GCF_013394005.1_02324,35.688,28,5.22e-100
QJU50634.1,GCA_000277855.1_00115,35.688,28,7.74e-100
QJU50634.1,CP060724_00672,39.825,24,1.27e-98
QJU50634.1,JAIWJH000000000_00454,35.502,28,1.5e-98
QJU50634.1,JAIWJG000000000_00317,35.502,28,1.5e-98
QJU50634.1,JAIWJF000000000_01384,35.502,28,1.5e-98
QJU50634.1,FUA3126_00273,35.502,28,1.5e-98
QJU50634.1,AKGG00000000_01576,38.21,24,1.77e-97
QJU50634.1,JQBP00000000_00365,37.991,24,1.97e-96
QJU50634.1,JAAXPN000000000_00960,39.035,24,9.03e-96
QJU50634.1,GCF_007989765.1_01773,36.053,28,6.47e-95
QJU50634.1,GCA_001437435.1_01425,36.053,28,6.47e-95
QJU50634.1,W.ghanensis_LMG_24286_01339,39.254,24,1.1699999999999999e-94
QJU50634.1,W.fabaria_LMG_24289_01154,38.377,24,6.17e-94
QJU50634.1,GCA_000277855.1_00761,37.267,25,2.2e-91
QJU50634.1,JAIWJE000000000_00745,37.267,25,2.69e-91
QJU50634.1,GCF_013394005.1_01985,37.267,25,2.69e-91
QJU50634.1,JAIWJF000000000_00865,37.083,25,4.64e-90
QJU50634.1,GCA_009863985.1_02244,36.853,25,9.53e-90
QJU50634.1,GCA_009864005.1_01307,36.853,25,9.72e-90
QJU50634.1,GCF_007989765.1_01735,36.157,25,2.68e-89
QJU50634.1,GCA_001437435.1_01137,36.157,25,2.68e-89
QJU50634.1,JAIWJH000000000_00099,36.952,25,6.67e-89
QJU50634.1,JAIWJG000000000_02233,36.952,25,6.67e-89
QJU50634.1,FUA3126_00614,36.952,25,6.67e-89
QJU50634.1,JAIWJH000000000_02155,33.827,25,1.15e-82
QJU50634.1,JAIWJG000000000_02118,33.827,25,1.15e-82
QJU50634.1,FUA3126_02069,33.827,25,1.15e-82
QJU50634.1,GCA_009864005.1_00693,33.615,25,1.5999999999999998e-82
QJU50634.1,GCA_000277855.1_00765,28.1,39,3.5e-82
QJU50634.1,JAIWJF000000000_00867,28.1,39,5.59e-82
QJU50634.1,GCF_013394005.1_01983,27.968,39,9.989999999999999e-82
QJU50634.1,GCA_009864005.1_01309,28.1,39,3.1299999999999997e-81
QJU50634.1,GCA_009863985.1_02246,27.968,39,4.15e-81
QJU50634.1,JAIWJE000000000_00743,28.356,37,9.11e-81
QJU50634.1,JAIWJE000000000_02279,32.468,24,9.67e-81
QJU50634.1,GCF_013394005.1_00161,32.468,24,9.67e-81
QJU50634.1,GCA_000277855.1_02556,32.468,24,1e-80
QJU50634.1,CP037940_00843,31.793,28,3.06e-80
QJU50634.1,JAIWJF000000000_00487,32.251,24,2.16e-79
QJU50634.1,GCF_007989765.1_02009,33.97,32,1.39e-77
QJU50634.1,GCF_007989765.1_02009,20.946,32,0.16
QJU50634.1,GCA_001437435.1_01139,33.97,32,1.39e-77
QJU50634.1,GCA_001437435.1_01139,20.946,32,0.16
QJU50634.1,CP037940_01963,34.581,24,1.62e-76
QJU50634.1,JAIWJE000000000_01468,31.545,24,9.73e-72
QJU50634.1,GCA_000277855.1_01300,31.545,24,1.44e-71
QJU50634.1,JAIWJH000000000_01996,31.545,24,2.97e-71
QJU50634.1,JAIWJG000000000_01785,31.545,24,2.97e-71
QJU50634.1,FUA3126_02208,31.545,24,2.97e-71
QJU50634.1,GCA_009863985.1_00491,31.545,24,3.880000000000001e-71
QJU50634.1,GCA_009863985.1_00056,32.895,24,4.14e-71
QJU50634.1,GCA_009864005.1_00081,33.251,21,5.17e-71
QJU50634.1,JAIWJF000000000_00349,31.317,24,5.69e-71
QJU50634.1,GCF_013394005.1_00015,31.33,24,7.8e-71
QJU50634.1,JAIWJH000000000_01921,32.237,24,5.6999999999999985e-68
QJU50634.1,JAIWJG000000000_01860,32.237,24,5.6999999999999985e-68
QJU50634.1,FUA3126_02133,32.237,24,5.6999999999999985e-68
QJU50634.1,SDGZ00000000_00272,28.704,28,1.92e-67
QJU50634.1,QRAS00000000_00610,30.112,28,9.7e-65
QJU50634.1,GCF_007989765.1_01505,33.086,21,4.56e-64
QJU50634.1,GCA_001437435.1_01630,33.086,21,4.56e-64
QJU50634.1,JAIWJH000000000_00097,27.795,34,9.25e-63
QJU50634.1,JAIWJG000000000_02231,27.795,34,9.25e-63
QJU50634.1,FUA3126_00616,27.795,34,9.25e-63
QJU50634.1,NZ_JAFBDN000000000.1_01599,34.5,21,6.06e-62
QJU50634.1,AKGG00000000_00877,34.171,21,9.24e-62
QJU50634.1,AKGG00000000_00743,34.171,21,9.24e-62
QJU50634.1,BAWR00000000_00599,27.44,28,1.3e-61
QJU50634.1,ACKU00000000_01607,34.75,21,3.1399999999999995e-61
QJU50634.1,AEKT01000001_00872,27.462,28,3.3699999999999995e-61
QJU50634.1,CP014332_01173,35.45,20,2.18e-59
QJU50634.1,GCA_000277855.1_01212,32.464,22,1.72e-58
QJU50634.1,GCA_009864005.1_00734,32.464,22,2.08e-58
QJU50634.1,BAWR00000000_00521,28.375,39,3.4000000000000004e-58
QJU50634.1,GCA_009863985.1_01538,32.176,23,5.03e-58
QJU50634.1,JQAY00000000_00146,32.683,22,6.200000000000001e-58
QJU50634.1,JQBP00000000_00772,33.251,21,6.310000000000001e-58
QJU50634.1,GCF_013394005.1_00198,32.464,22,1.02e-57
QJU50634.1,JAIWJH000000000_02187,32.771,22,1.1100000000000001e-57
QJU50634.1,JAIWJG000000000_02086,32.771,22,1.1100000000000001e-57
QJU50634.1,FUA3126_02037,32.771,22,1.1100000000000001e-57
QJU50634.1,JAIWJE000000000_02313,33.086,21,1.32e-57
QJU50634.1,BJDT00000000_01922,34.921,20,1.61e-57
QJU50634.1,JAIWJF000000000_00518,32.227,22,2.45e-57
QJU50634.1,JAIWJH000000000_01977,29.858,22,8.28e-57
QJU50634.1,JAIWJG000000000_01804,29.858,22,8.28e-57
QJU50634.1,GCA_009863985.1_00146,29.858,22,8.28e-57
QJU50634.1,FUA3126_02189,29.858,22,8.28e-57
QJU50634.1,W.fabaria_LMG_24289_00075,31.126,24,1.33e-56
QJU50634.1,W.ghanensis_LMG_24286_00147,31.807,21,1.4700000000000001e-56
QJU50634.1,CP060724_00479,32.258,21,4.48e-54
QJU50634.1,SDGZ00000000_00834,33.079,21,7.05e-54
QJU50634.1,GCA_000277855.1_01062,30.846,21,9.649999999999999e-54
QJU50634.1,JAIWJE000000000_02001,30.846,21,1.55e-53
QJU50634.1,GCF_013394005.1_00718,30.846,21,1.55e-53
QJU50634.1,NZ_JAFBDN000000000.1_00564,26.953,27,3.09e-53
QJU50634.1,GCF_007989765.1_01099,29.594,22,4.2399999999999995e-53
QJU50634.1,GCA_001437435.1_01717,29.594,22,4.2399999999999995e-53
QJU50634.1,BAWR00000000_01913,28.294,24,6.47e-53
QJU50634.1,JAAXPN000000000_00066,30.952,22,7.05e-53
QJU50634.1,ACKU00000000_01485,27.151,37,2.12e-52
QJU50634.1,CP014332_01222,27.078,37,3.44e-52
QJU50634.1,CP037940_00846,26.923,24,3.75e-52
QJU50634.1,JAIWJH000000000_00669,30.846,21,4.57e-52
QJU50634.1,JAIWJG000000000_01084,30.846,21,4.57e-52
QJU50634.1,JAIWJF000000000_02177,30.846,21,4.57e-52
QJU50634.1,FUA3126_01648,30.846,21,4.57e-52
QJU50634.1,SDGZ00000000_01405,26.415,39,1.56e-51
QJU50634.1,JQAX00000000_00251,31.514,21,1.63e-51
QJU50634.1,ACKU00000000_01651,30.805,23,5.18e-51
QJU50634.1,CP037940_01389,29.258,24,9.71e-51
QJU50634.1,FMAW00000000_00308,26.064,37,3.65e-50
QJU50634.1,GCA_009863985.1_01029,31.095,21,4.34e-50
QJU50634.1,FMAO00000000_01146,25.901,37,1.47e-49
QJU50634.1,AEKT01000001_01561,27.802,24,2.64e-49
QJU50634.1,GCA_009864005.1_00555,30.846,21,4.86e-49
QJU50634.1,BJDT00000000_01432,25.631,37,8.24e-49
QJU50634.1,CP037940_02347,31.98,21,1.89e-48
QJU50634.1,GCA_009864005.1_00938,28.571,22,1.92e-48
QJU50634.1,CP037940_01778,28.426,21,7.589999999999999e-48
QJU50634.1,AEKT01000001_00476,30.217,24,1.03e-47
QJU50634.1,CP060724_00018,30.151,21,2.12e-47
QJU50634.1,AEKT01000001_01453,29.056,21,2.4400000000000003e-47
QJU50634.1,JQAY00000000_01854,29.25,21,1.54e-46
QJU50634.1,ANCA00000000_00780,25.746,39,2.33e-46
QJU50634.1,BAWR00000000_00157,31.296,21,2.9099999999999997e-46
QJU50634.1,AEKT01000001_01200,30.733,22,3.63e-46
QJU50634.1,JQAY00000000_02038,29.0,21,5.14e-46
QJU50634.1,AEKT01000001_00552,29.648,21,6.2099999999999995e-46
QJU50634.1,GCF_007989765.1_00989,28.409,23,4.88e-45
QJU50634.1,GCA_001437435.1_00102,28.409,23,4.88e-45
QJU50634.1,BAWR00000000_01252,29.383,21,9.17e-45
QJU50634.1,NZ_JAFBEO000000000.1_00083,26.296,39,9.38e-45
QJU50634.1,GCA_000277855.1_00343,24.658,39,1.14e-44
QJU50634.1,ACKU00000000_01214,25.232,28,1.81e-44
QJU50634.1,QRAS00000000_00200,28.186,21,1.98e-44
QJU50634.1,NZ_JAFBEO000000000.1_01053,29.621,22,2.01e-44
QJU50634.1,JQBM00000000_00882,25.553,39,2.04e-44
QJU50634.1,JQBM00000000_00059,28.537,21,2.06e-44
QJU50634.1,JQCD00000000_00473,27.004,25,2.09e-44
QJU50634.1,ANCA00000000_01248,28.436,22,2.26e-44
QJU50634.1,JAIWJE000000000_01264,24.564,39,3.42e-44
QJU50634.1,JQAX00000000_00418,29.44,21,5.98e-44
QJU50634.1,GCA_009864005.1_02290,24.194,39,7.99e-44
QJU50634.1,GCF_007989765.1_00423,23.892,39,1.1700000000000002e-43
QJU50634.1,GCA_001437435.1_00745,23.892,39,1.1700000000000002e-43
QJU50634.1,JQAY00000000_00872,26.068,24,1.32e-43
QJU50634.1,GCF_013394005.1_01175,24.439,39,1.34e-43
QJU50634.1,JQCD00000000_01535,24.55,38,1.8600000000000002e-43
QJU50634.1,GCA_009863985.1_01956,24.194,39,2.49e-43
QJU50634.1,CP037940_01777,28.426,21,3.0900000000000002e-43
QJU50634.1,GCA_009863985.1_01278,24.967,37,4.410000000000001e-43
QJU50634.1,NZ_JAFBDN000000000.1_00082,29.343,22,6.1200000000000006e-43
QJU50634.1,JAIWJF000000000_01754,24.314,39,6.24e-43
QJU50634.1,JAIWJH000000000_01018,24.314,39,6.52e-43
QJU50634.1,JAIWJG000000000_01009,24.314,39,6.52e-43
QJU50634.1,FUA3126_00994,24.314,39,6.52e-43
QJU50634.1,AKGG00000000_00684,29.134,20,5.0599999999999986e-42
QJU50634.1,AKGG00000000_01619,27.174,24,5.3999999999999993e-42
QJU50634.1,JQAY00000000_00525,30.0,20,9.78e-42
QJU50634.1,JQCD00000000_00637,27.378,23,6.48e-41
QJU50634.1,GCF_007989765.1_00693,26.667,22,1.69e-39
QJU50634.1,GCA_001437435.1_00381,26.667,22,1.69e-39
QJU50634.1,CP014332_00066,28.96,21,2.96e-39
QJU50634.1,JQAX00000000_00309,25.217,39,4.47e-39
QJU50634.1,BAWR00000000_01731,26.547,24,6.84e-39
QJU50634.1,SDGZ00000000_01088,27.252,23,7.75e-39
QJU50634.1,BAWR00000000_01895,28.241,23,1.55e-38
QJU50634.1,JAIWJF000000000_00386,27.015,24,7.13e-38
QJU50634.1,JAIWJE000000000_01434,27.451,24,8.27e-38
QJU50634.1,GCF_013394005.1_00052,27.451,24,8.27e-38
QJU50634.1,GCA_009863985.1_00095,27.391,24,1.24e-37
QJU50634.1,JAIWJH000000000_01959,27.391,24,1.25e-37
QJU50634.1,JAIWJG000000000_01822,27.391,24,1.25e-37
QJU50634.1,FUA3126_02171,27.391,24,1.25e-37
QJU50634.1,GCA_000277855.1_02653,27.015,24,1.42e-37
QJU50634.1,JQBP00000000_00718,27.154,20,1.47e-37
QJU50634.1,NZ_JAFBDN000000000.1_01780,26.866,21,2.82e-37
QJU50634.1,GCF_007989765.1_01935,26.897,23,5.07e-37
QJU50634.1,GCA_001437435.1_00638,26.897,23,5.07e-37
QJU50634.1,FMAO00000000_00394,27.551,21,6.33e-37
QJU50634.1,BJDT00000000_01718,27.136,21,8.69e-37
QJU50634.1,W.fabaria_LMG_24289_00121,25.714,24,2.42e-36
QJU50634.1,CP014332_02000,25.424,24,6.92e-36
QJU50634.1,JQCD00000000_01069,27.384,21,8.2e-36
